test,trial,nll_con,nll_unc,lambda_obs,p_boot,p_wilks,k_exceed,n_boot,chi2_dof_a,chi2_dof_b,dev_dof_a,dev_dof_b,gates,starts_used,optimizer_retries,converged,rejected,pass_trial
Y-states,62,5.049391814535567,5.024770937046001,0.04924175497913197,0.56,0.9756797440720286,28,50,1.015440744693861,0.8237896557420203,0.0,0.0,PASS,153,0,True,False,True
Y-states,65,4.1378552642726785,4.119966971887207,0.03577658477094303,0.7,0.9822707533525294,35,50,0.9547722091005962,0.8910232569053573,0.0,0.0,PASS,153,0,True,False,True
Y-states,67,3.5017909991118916,3.2662886478909208,0.4710047024419417,0.0,0.7901738051334039,0,50,1.0307949578847067,1.417069876015826,0.0,0.0,PASS,153,0,True,True,True
Y-states,64,4.641166088527528,4.6269659425543725,0.02840029194631022,0.68,0.9859002005596721,34,50,1.3500828779797052,1.4120872562449212,0.0,0.0,PASS,153,0,True,False,True
Y-states,66,5.520225551021838,5.410120297301427,0.2202105074408216,0.14,0.8957398503829233,7,50,1.2455935640766937,1.6947347765344525,0.0,0.0,PASS,153,0,True,False,True
Y-states,69,5.221449640613556,5.171107067225727,0.10068514677565688,0.4,0.9509036144242778,20,50,1.1169443871953848,1.1936778318287942,0.0,0.0,PASS,153,0,True,False,True
Y-states,68,5.0272919819907695,4.648223083875681,0.7581377962301765,0.0,0.6844984503885883,0,50,1.7636490969340954,1.2966938179095808,0.0,0.0,PASS,153,0,True,True,True
Y-states,70,4.541311008842991,4.502822242437122,0.07697753281173725,0.44,0.962242514120963,22,50,0.7876821687383078,0.7269930875913838,0.0,0.0,PASS,153,0,True,False,True
Y-states,71,4.280254674921871,3.912175957800578,0.7361574342425854,0.0,0.6920627023608468,0,50,0.782863609734321,1.19798663640325,0.0,0.0,PASS,153,0,True,True,True
Y-states,74,4.396979926098232,4.380395343277001,0.03316916564246242,0.66,0.9835521842537099,33,50,0.9712783245052579,1.0957277644676922,0.0,0.0,PASS,153,0,True,False,True
Y-states,73,4.206873520889518,3.9491046389927997,0.5155377637934366,0.02,0.7727738134874771,1,50,0.9434468355356842,0.9668810439173707,0.0,0.0,PASS,153,0,True,True,True
Y-states,72,6.430008393694002,6.409957772834618,0.04010124171876761,0.62,0.98014905606339,31,50,1.1078786795424487,1.4565815397555677,0.0,0.0,PASS,153,0,True,False,True
Y-states,75,2.98784891095404,2.8957088523641787,0.18428011717972215,0.12,0.9119774103297361,6,50,0.8853188584018692,0.8055272277995611,0.0,0.0,PASS,153,0,True,False,True
Y-states,76,5.489813921685173,5.367558356817075,0.24451112973619615,0.12,0.8849221845801467,6,50,1.0244384183351536,0.9553245368783021,0.0,0.0,PASS,153,0,True,False,True
Y-states,81,4.8399380366408105,4.764467462937618,0.1509411474063853,0.26,0.9273070173440459,13,50,1.3041232404329657,1.1422196857356604,0.0,0.0,PASS,153,0,True,False,True
Y-states,77,3.244362725032413,3.0053139523085015,0.4780975454478229,0.0,0.7873764789405538,0,50,1.084990372051848,0.6721770286283847,0.0,0.0,PASS,153,0,True,True,True
Y-states,80,3.753298586116136,3.2483125852622075,1.0099720017078573,0.0,0.6035140240488823,0,50,0.748724083406967,0.9407252296611087,0.0,0.0,PASS,153,0,True,True,True
Y-states,86,4.098760229188303,4.063767261834001,0.0699859347086047,0.44,0.9656122070422213,22,50,1.0694309110603917,0.971609036711197,0.0,0.0,PASS,153,0,True,False,True
Y-states,79,3.1982799932623447,3.104097115368343,0.18836575578800296,0.14,0.9101163068672304,7,50,0.646846477537413,0.8814557478917043,0.0,0.0,PASS,153,0,True,False,True
Y-states,88,3.093351059660497,3.0859550843701586,0.01479195058067706,0.84,0.9926313076322008,42,50,1.4789448693116385,0.6633577833500489,0.0,0.0,PASS,153,0,True,False,True
Y-states,82,2.5718562143126364,2.5373341099213222,0.0690442087826284,0.42,0.9660669851278026,21,50,0.9535373526456896,0.8607668748905823,0.0,0.0,PASS,153,0,True,False,True
Y-states,78,4.973361960002051,4.958004367402329,0.03071518519944405,0.68,0.984759733840403,34,50,0.940693038478676,1.0978552566342852,0.0,0.0,PASS,153,0,True,False,True
Y-states,85,3.0690479300486704,2.979562692342148,0.17897047541304456,0.18,0.9144017636918615,9,50,1.0352267919098137,0.5684860707002708,0.0,0.0,PASS,153,0,True,False,True
Y-states,84,3.642409703717443,3.6280619723005776,0.028695462833731256,0.7,0.9857547067777644,35,50,1.083702184759589,0.8478006274262938,0.0,0.0,PASS,153,0,True,False,True
Y-states,89,4.27748184429266,4.262811941938942,0.029339804707435135,0.74,0.9854371764126497,37,50,1.1806376864642583,0.7353250066523336,0.0,0.0,PASS,153,0,True,False,True
Y-states,83,5.144080195809656,4.959505578229984,0.3691492351593446,0.02,0.8314578962088433,1,50,0.7798467236893792,1.2994701016864085,0.0,0.0,PASS,153,0,True,True,True
Y-states,87,4.156983337463077,3.9294727088250982,0.4550212572759582,0.0,0.7965139555940223,0,50,1.1356635862933502,1.0002903304315862,0.0,0.0,PASS,153,0,True,True,True
Y-states,90,3.3394728434642382,3.2903342531820474,0.09827718056438162,0.34,0.952049175791019,17,50,1.0980247872853601,0.7879898404367656,0.0,0.0,PASS,153,0,True,False,True
Y-states,91,3.609920436345127,3.6058245010891943,0.008191870511865318,0.9,0.9959124416458925,45,50,0.7414936057181645,1.09821155857856,0.0,0.0,PASS,153,0,True,False,True
Y-states,92,4.5957700513386435,4.556888421662452,0.07776325935238226,0.46,0.9618645586272988,23,50,0.8364307333659042,1.2998029165823084,0.0,0.0,PASS,153,0,True,False,True
Y-states,94,3.815061193115557,3.7489628741064855,0.13219663801814274,0.32,0.9360388293571464,16,50,0.8656791288263129,0.9562379121870912,0.0,0.0,PASS,153,0,True,False,True
Y-states,93,3.9884750092898154,3.875153697423017,0.22664262373359634,0.08,0.8928637263101686,4,50,1.1246664412493756,0.9993411843694504,0.0,0.0,PASS,153,0,True,False,True
Y-states,95,5.4370478089828005,5.412914452703633,0.04826671255833581,0.58,0.9761555246089477,29,50,0.8342919198813371,1.127103233487764,0.0,0.0,PASS,153,0,True,False,True
Y-states,96,4.130610454759731,4.123224610249499,0.014771689020463441,0.84,0.9926413638126439,42,50,1.2659260345209893,0.7602683940524049,0.0,0.0,PASS,153,0,True,False,True
Y-states,97,6.339545382002055,6.275382272136895,0.12832621973032055,0.3,0.9378520141387888,15,50,1.6424439235847188,1.2901432571739662,0.0,0.0,PASS,153,0,True,False,True
Y-states,98,6.426942637621501,6.370673599894288,0.11253807545442562,0.36,0.9452847844068922,18,50,1.113918037909547,1.3189345923345899,0.0,0.0,PASS,153,0,True,False,True
Y-states,100,3.6211869780330934,3.5697869591022853,0.10280003786161629,0.34,0.9498986170940237,17,50,1.0881477471204442,0.8668127667613155,0.0,0.0,PASS,153,0,True,False,True
Y-states,104,5.710819054920027,5.567298212843163,0.28704168415372777,0.08,0.8663027444506987,4,50,1.3864121992161702,1.0362718970170648,0.0,0.0,PASS,153,0,True,False,True
Y-states,103,4.66032306955319,4.640745461546401,0.03915521601357774,0.64,0.9806127888315002,32,50,1.0390056615945613,1.0760949115957434,0.0,0.0,PASS,153,0,True,False,True
Y-states,102,3.0348423540217566,3.0344834328291097,0.0007178423852938209,1.0,0.9996411432118587,50,50,0.9185858577078017,0.7682339965270581,0.0,0.0,PASS,153,0,True,False,True
Y-states,99,3.6899159394078715,3.6500280426271976,0.0797757935613479,0.46,0.960897152778956,23,50,0.9250421572005699,0.9227258975708674,0.0,0.0,PASS,153,0,True,False,True
Y-states,105,4.221741743794396,3.9925702300155663,0.45834302755765854,0.02,0.7951921354003133,1,50,0.8794364850409693,1.318361367441616,0.0,0.0,PASS,153,0,True,True,True
Y-states,109,4.5680549980801315,4.355748836627442,0.42461232290537865,0.06,0.8087170616697358,3,50,1.3090272977945607,1.1252256118902495,0.0,0.0,PASS,153,0,True,False,True
Y-states,107,4.284514801911366,3.9806262446903795,0.6077771144419737,0.0,0.7379431002981727,0,50,0.955455579157096,1.1420800481574063,0.0,0.0,PASS,153,0,True,True,True
Y-states,108,6.095182158576625,5.892111546653442,0.4061412238463653,0.06,0.8162206044840823,3,50,1.6549067448345418,1.0580525654408979,0.0,0.0,PASS,153,0,True,False,True
Y-states,115,5.638091686154185,5.598970025855644,0.07824332059708183,0.44,0.9616337093852273,22,50,0.8490813069520102,1.4568109501495403,0.0,0.0,PASS,153,0,True,False,True
Y-states,116,3.47503701700176,3.3179639270029675,0.3141461799975849,0.06,0.8546415907819804,3,50,1.2037219252399205,0.7899358475256057,0.0,0.0,PASS,153,0,True,False,True
Y-states,101,4.026117367807329,3.9969708827845034,0.058292970045650705,0.52,0.9712741769253858,26,50,1.072463575740171,1.0818165693936925,0.0,0.0,PASS,153,0,True,False,True
Y-states,106,3.4998227283484153,3.4925194098577936,0.014606636981243426,0.86,0.9927232859336064,43,50,1.2578166949099645,0.9040298420591759,0.0,0.0,PASS,153,0,True,False,True
Y-states,110,3.6500183005557303,3.6163925309130374,0.06725153928538585,0.48,0.966933292728871,24,50,1.3228359070506541,0.9245955932248826,0.0,0.0,PASS,153,0,True,False,True
Y-states,119,3.518699374295124,3.413130921500046,0.2111369055901564,0.1,0.8998128760321586,5,50,1.1337599370236398,0.9177135629181187,0.0,0.0,PASS,153,0,True,False,True
Y-states,121,5.386294328430368,5.377239848033201,0.018108960794332774,0.72,0.9909863879701737,36,50,1.1128584115529083,1.1004044448080346,0.0,0.0,PASS,153,0,True,False,True
Y-states,113,3.7538957151167436,3.706783013338934,0.09422540355561893,0.4,0.953979876303511,20,50,1.395281134328765,0.9054577449537401,0.0,0.0,PASS,153,0,True,False,True
Y-states,114,5.474341595113037,5.4708068850537295,0.007069420118615,0.94,0.9964715296742461,47,50,1.3743810469570574,1.0836194313743943,0.0,0.0,PASS,153,0,True,False,True
Y-states,111,3.10909205534875,3.0841648485800564,0.04985441353738729,0.58,0.9753809105724297,29,50,0.8998975302793998,0.8161166091902677,0.0,0.0,PASS,153,0,True,False,True
Y-states,112,5.220734507932777,5.183397085791118,0.07467484428331872,0.46,0.9633510245364759,23,50,1.0839369186853458,1.3200088867913597,0.0,0.0,PASS,153,0,True,False,True
Y-states,118,3.455890040212523,3.4311237532894006,0.04953257384624532,0.58,0.9755378813474496,29,50,0.8411256630084452,0.7202865383203478,0.0,0.0,PASS,153,0,True,False,True
Y-states,120,6.422982377387947,6.312133637470352,0.22169747983518917,0.14,0.895074127676384,7,50,1.198094695163677,1.577871766383868,0.0,0.0,PASS,153,0,True,False,True
Y-states,117,6.032403457944286,5.858904203194315,0.34699850949994193,0.0,0.8407177777065961,0,50,1.3940534065678711,1.555091879117115,0.0,0.0,PASS,153,0,True,True,True
Y-states,122,4.908327529776506,4.740999472351411,0.33465611485019053,0.06,0.8459220548013069,3,50,0.9475114368688999,1.2336985096691282,0.0,0.0,PASS,153,0,True,False,True
Y-states,123,4.821019849289219,4.659122513483407,0.32379467161162445,0.02,0.8505285188831528,1,50,0.6367394797283301,1.1182628996792214,0.0,0.0,PASS,153,0,True,True,True
Y-states,124,4.269683741587745,4.253198190600585,0.03297110197431863,0.66,0.9836495920535789,33,50,1.098035730636839,0.9795217756631965,0.0,0.0,PASS,153,0,True,False,True
Y-states,133,4.570226073692975,4.551841578093604,0.036768991198742995,0.68,0.9817834683539853,34,50,1.2868346372447208,1.154177388074923,0.0,0.0,PASS,153,0,True,False,True
Y-states,131,3.5167072295832913,3.5021451958688328,0.029124067428917044,0.7,0.9855434799132485,35,50,0.8981232820804141,0.7290086356426642,0.0,0.0,PASS,153,0,True,False,True
Y-states,127,4.141538948586265,4.090056127323506,0.10296564252551832,0.4,0.9498199665296813,20,50,1.3181500427506154,0.8788360816186243,0.0,0.0,PASS,153,0,True,False,True
Y-states,132,5.47180269606873,5.357871089460239,0.22786321321698289,0.08,0.892318982516997,4,50,0.9671302434255118,1.1971975580253056,0.0,0.0,PASS,153,0,True,False,True
Y-states,126,4.066637495859032,4.022283470217596,0.08870805128287174,0.46,0.9566152311968591,23,50,1.0467566200667906,1.017902383688351,0.0,0.0,PASS,153,0,True,False,True
Y-states,130,4.676725691465688,4.453397995584318,0.4466553917627394,0.0,0.7998526979091282,0,50,1.3458321601592778,1.2993268827494446,0.0,0.0,PASS,153,0,True,True,True
Y-states,129,3.5839349223104606,3.562128686649923,0.04361247132107504,0.54,0.9784298014892051,27,50,0.7960807156575033,1.177771538254154,0.0,0.0,PASS,153,0,True,False,True
Y-states,134,2.8700317336877523,2.8538409918719916,0.03238148363152149,0.72,0.9839396237246565,36,50,0.888059614047805,0.6322153400027506,0.0,0.0,PASS,153,0,True,False,True
Y-states,128,6.066435062654231,5.972947480733659,0.18697516384114543,0.14,0.9107493271134592,7,50,1.5224108499497495,1.655023936587202,0.0,0.0,PASS,153,0,True,False,True
Y-states,136,4.663204829304993,4.618860142835296,0.08868937293939361,0.44,0.9566241652325096,22,50,0.8079558770194739,1.1501998617289018,0.0,0.0,PASS,153,0,True,False,True
Y-states,125,4.448393962914745,4.197135369720185,0.5025171863891185,0.0,0.7778212062795644,0,50,1.061570985200975,0.9492895134123522,0.0,0.0,PASS,153,0,True,True,True
Y-states,145,5.446637534483226,5.283776515951617,0.32572203706321723,0.08,0.849709274051156,4,50,1.0713747011448709,1.2965563622525589,0.0,0.0,PASS,153,0,True,False,True
Y-states,143,3.631942965224236,3.55110418135709,0.16167756773429254,0.26,0.9223423759301317,13,50,1.0706048966965704,0.8257182765504807,0.0,0.0,PASS,153,0,True,False,True
Y-states,144,4.708913261426785,4.477330940931212,0.4631646409911454,0.02,0.793277389827306,1,50,0.5794859611016185,1.4357900918683995,0.0,0.0,PASS,153,0,True,True,True
Y-states,146,4.766387459681649,4.678925744234066,0.17492343089516638,0.18,0.9162539493517574,9,50,1.2353612189660779,0.8822417672874432,0.0,0.0,PASS,153,0,True,False,True
Y-states,147,4.157703347112407,4.010489808627068,0.2944270769706776,0.1,0.8631096506091139,5,50,0.8763536885060402,1.073866101847495,0.0,0.0,PASS,153,0,True,False,True
Y-states,141,3.828150989969301,3.7053976765365566,0.24550662686548907,0.08,0.8844818254361058,4,50,1.250755969929613,0.7179797979731531,0.0,0.0,PASS,153,0,True,False,True
Y-states,140,4.515047191155656,4.457197935933531,0.11569851044424873,0.3,0.943792208460801,15,50,1.2714868804102744,1.0568563835901892,0.0,0.0,PASS,153,0,True,False,True
Y-states,135,4.067367455454057,4.018193544185406,0.0983478225373009,0.4,0.95201554906884,20,50,0.6743082682361228,1.212045910431759,0.0,0.0,PASS,153,0,True,False,True
Y-states,137,4.885854323532826,4.693020671453551,0.3856673041585488,0.04,0.8246191364091949,2,50,1.2819318310603638,1.3982954167032564,0.0,0.0,PASS,153,0,True,True,True
Y-states,152,4.0752363502486215,3.890192484708246,0.3700877310807513,0.06,0.8310678278131938,3,50,0.9584566733841033,0.8932276941756839,0.0,0.0,PASS,153,0,True,False,True
Y-states,142,5.082248869181861,5.0816637315084145,0.001170275346892069,0.98,0.9994150334862167,49,50,1.4168477096120433,1.2941851642223658,0.0,0.0,PASS,153,0,True,False,True
Y-states,148,3.468526008212505,3.3487519351844526,0.23954814605610508,0.12,0.8871208386030266,6,50,1.2256242840966018,0.8881823675502881,0.0,0.0,PASS,153,0,True,False,True
Y-states,151,5.91993703441869,5.902566165306997,0.034741738223386776,0.68,0.9827791346142718,34,50,1.4511394232071053,1.3457063413735664,0.0,0.0,PASS,153,0,True,False,True
Y-states,139,6.621967049267008,6.529624809044887,0.18468448044424157,0.12,0.9117930438867138,6,50,1.2635448429514595,1.0571602896794459,0.0,0.0,PASS,153,0,True,False,True
Y-states,150,4.090398431053032,4.0525490105319815,0.0756988410421009,0.44,0.9628579166191278,22,50,1.2094030300135523,1.0808354230552033,0.0,0.0,PASS,153,0,True,False,True
Y-states,138,5.535579430974733,5.467768011265934,0.13562283941759645,0.22,0.9344366733027547,11,50,1.1434756504381052,1.3973879228820973,0.0,0.0,PASS,153,0,True,False,True
Y-states,154,4.254937925819313,4.226354815089891,0.05716622145884287,0.52,0.9718215219941064,26,50,0.9631625015021525,1.4608593310550326,0.0,0.0,PASS,153,0,True,False,True
Y-states,149,3.4181047240994813,3.3818270349241137,0.07255537835073511,0.44,0.96437246050438,22,50,0.9171772660930471,0.9848435854953861,0.0,0.0,PASS,153,0,True,False,True
