test,trial,nll_con,nll_unc,lambda_obs,p_boot,p_wilks,k_exceed,n_boot,chi2_dof_a,chi2_dof_b,dev_dof_a,dev_dof_b,gates,starts_used,optimizer_retries,converged,rejected,pass_trial
Zc-like,18,-33387.415291679616,-33387.604877819605,0.3791722799796844,0.88,0.827301450089532,44,50,0.646500778219521,1.3883682472395054,0.6512608564022936,1.4132386479193046,PASS,153,0,True,False,True
Zc-like,17,-32913.714875809244,-32913.940872405,0.45199319151288364,0.72,0.7977208172970055,36,50,0.7088962736281649,0.7581353874643314,0.7026287728894112,0.7634157173962248,PASS,153,0,True,False,True
Zc-like,24,-33387.707216548966,-33387.871361138416,0.328289178898558,0.88,0.8486193116102021,44,50,0.9701001848978393,0.8595808400562601,0.9465253723301935,0.8540033027064617,PASS,153,0,True,False,True
Zc-like,1,-33041.266950627076,-33041.82108321841,1.108265182672767,0.58,0.574570432477147,29,50,0.9704342485462301,0.929011822035745,1.0084264309539555,0.9578620638711549,PASS,153,0,True,False,True
Zc-like,10,-33109.283763362866,-33109.44378624659,0.3200457674538484,0.82,0.8521242889635617,41,50,1.2439036101970533,1.240263602003021,1.2698015521732817,1.2434375404508795,PASS,153,0,True,False,True
Zc-like,14,-32943.07443125249,-32943.26244229233,0.37602207968302537,0.92,0.8286055595081325,46,50,0.6635985031750544,0.7674256515863928,0.6534989392160006,0.797792936439071,PASS,153,0,True,False,True
Zc-like,6,-33859.35878121632,-33860.22342168762,1.7292809425998712,0.32,0.42120295996070733,16,50,1.0174058548203468,0.8453839654229237,1.0175024366967989,0.8548397343598069,PASS,153,0,True,False,True
Zc-like,2,-32908.36285457051,-32910.90029864397,5.0748881469189655,0.06,0.07906823434232058,3,50,0.9439510753774754,0.7714435440563653,0.9407316027119242,0.7747914831179215,PASS,153,0,True,False,True
Zc-like,0,-33657.16799171451,-33657.767324204106,1.198664979194291,0.52,0.5491780958645744,26,50,0.8222763091624222,0.813650899652793,0.8197448244276491,0.8143814899025698,PASS,153,0,True,False,True
Zc-like,4,-33483.1318881566,-33483.44105782134,0.6183393294923007,0.76,0.7340562159988009,38,50,1.054903609298514,1.4366102993317629,1.057039888511584,1.440976199429571,PASS,153,0,True,False,True
Zc-like,20,-33400.31912572129,-33400.411560128945,0.18486881531134713,0.92,0.9117090101345746,46,50,0.9849286084232245,1.1429178236034756,0.9758837033869896,1.1179949836240013,PASS,153,0,True,False,True
Zc-like,3,-33436.647415868014,-33437.21983787404,1.1448440120584564,0.46,0.5641573900571156,23,50,0.9238181764664909,1.2945139955878129,0.9253392302139596,1.3519212500118645,PASS,153,0,True,False,True
Zc-like,35,-34054.545830506875,-34054.77849277541,0.46532453707186505,0.78,0.7924211538930781,39,50,0.8090413546637247,1.1593184390937608,0.8116644654876529,1.2090195699535302,PASS,153,0,True,False,True
Zc-like,32,-33228.87783765716,-33229.32136587539,0.8870564364624443,0.64,0.6417681239174527,32,50,1.2800001569140955,1.1426942404681892,1.2115679625376128,1.2172012361000115,PASS,153,0,True,False,True
Zc-like,31,-32779.81114749505,-32780.42963206018,1.23696913025924,0.42,0.5387602753721069,21,50,1.0978212174004507,1.189340069985419,1.0953865120181523,1.2058483863538212,PASS,153,0,True,False,True
Zc-like,36,-32802.4913433532,-32803.711834282774,2.440981859152089,0.2,0.29508526527449364,10,50,0.878335924314922,0.9066500496224471,0.8801646203435732,0.9257327129385986,PASS,153,0,True,False,True
Zc-like,39,-33343.778000249535,-33345.18802197227,2.820043445477495,0.16,0.24413797975028262,8,50,1.0135256662652488,0.844061304650468,0.995275194390079,0.8384286253065077,PASS,153,0,True,False,True
Zc-like,38,-32444.26302282518,-32445.673700370284,2.821355090207362,0.18,0.2439779210937928,9,50,1.0355460254869975,0.8136360028361922,1.0088109559079095,0.8196032878019033,PASS,153,0,True,False,True
Zc-like,47,-33647.99430683267,-33650.11593038431,4.243247103280737,0.06,0.1198369090753928,3,50,1.060632947796974,0.6819077498852757,1.0686415399912617,0.6896600843293272,PASS,153,0,True,False,True
Zc-like,42,-33026.373919341895,-33027.35645928202,1.9650798802467762,0.32,0.3743590407298194,16,50,0.9453728875628107,1.025346065519945,0.9614533707912306,1.0504791268274771,PASS,153,0,True,False,True
Zc-like,33,-32786.20287575943,-32787.10851902553,1.8112865322036669,0.24,0.4042817407015682,12,50,1.0287168670038371,0.879105652362667,1.011067085052249,0.8842543535290001,PASS,153,0,True,False,True
Zc-like,41,-33599.57115146589,-33601.2554188563,3.3685347808204824,0.16,0.18558034010291635,8,50,0.801168777090467,1.14450958905055,0.8203853729637943,1.1797567139740173,PASS,153,0,True,False,True
Zc-like,34,-33050.30289202235,-33051.30993807143,2.014092098150286,0.38,0.3652964551846323,19,50,0.7765111290508325,0.8392739604494142,0.7928244819942722,0.8534315429068788,PASS,153,0,True,False,True
Zc-like,48,-33068.43272176109,-33068.7427960699,0.6201486176141771,0.74,0.7333924566808327,37,50,0.64427582995243,1.0130772871563851,0.6390783749630732,1.0393756823695646,PASS,153,0,True,False,True
Zc-like,59,-32671.88353862095,-32672.010785668608,0.2544940953157493,0.94,0.8805161162806262,47,50,0.9133404482986195,0.8841102551740554,0.9296510374050567,0.8977802773171887,PASS,153,0,True,False,True
Zc-like,45,-32939.67705202422,-32942.00226075619,4.650417463941267,0.04,0.0977630356503949,2,50,1.1444933381149855,1.1082487076047105,1.1629940282670543,1.130092192089075,PASS,153,0,True,True,True
Zc-like,53,-33007.00053135677,-33009.087252732585,4.173442751634866,0.08,0.12409332495893277,4,50,0.9207633952903959,1.0855127784253251,0.9304641995213512,1.109911339265331,PASS,153,0,True,False,True
Zc-like,43,-32924.69329304292,-32925.212557118735,1.0385281516355462,0.58,0.594958231049304,29,50,0.9594751303050366,1.3106957741718934,0.9604631123047067,1.3415736516785723,PASS,153,0,True,False,True
Zc-like,58,-33096.84289148617,-33096.95326694407,0.22075091578881256,0.88,0.8954978504327065,44,50,1.0368323204867438,1.0379097115880094,1.0708139005594541,1.0162083770842247,PASS,153,0,True,False,True
Zc-like,40,-33679.39938697913,-33681.4351155278,4.071457097335951,0.14,0.13058531008564533,7,50,0.9450688929229318,0.9800141677930337,0.9467591850909163,1.0175563559313499,PASS,153,0,True,False,True
Zc-like,51,-32758.290283211194,-32758.568032118223,0.555497814057162,0.76,0.757486997298398,38,50,1.103941200144272,0.9808550070035951,1.1025237700290815,0.9892858357985247,PASS,153,0,True,False,True
Zc-like,57,-33793.58141460201,-33795.61514748867,4.067465773317963,0.16,0.13084617443987856,8,50,1.0296042107801482,1.0213596571828556,1.0182638198694551,0.9966868077552645,PASS,153,0,True,False,True
Zc-like,46,-33167.69034069252,-33167.876305981365,0.37193057769036386,0.82,0.8303024152374188,41,50,0.6922644429652234,1.4341561289898423,0.7069323373430438,1.5134744237519209,PASS,153,0,True,False,True
Zc-like,44,-33438.93109016872,-33439.17506349892,0.48794666040339507,0.78,0.783508529998682,39,50,0.97894103750983,0.654647540722124,0.9868034737006883,0.6600801454662453,PASS,153,0,True,False,True
Zc-like,54,-33083.514526658284,-33083.564892870934,0.10073242530052084,0.94,0.9508811360298763,47,50,1.061678111758473,0.9878791997485079,1.075384690259182,0.9976067825840554,PASS,153,0,True,False,True
Zc-like,52,-33460.10270721043,-33460.46355375301,0.7216930851573125,0.8,0.69708596327377,40,50,0.9245283475997261,0.8511762361532187,0.9252522205854322,0.9084515557275118,PASS,153,0,True,False,True
Zc-like,50,-34033.62000730024,-34034.153138590045,1.0662625796103384,0.44,0.5867647595567271,22,50,1.3147450116168735,0.893421296086788,1.3212118666795054,0.9136856019837013,PASS,153,0,True,False,True
Zc-like,37,-33251.93537220053,-33252.19178781277,0.5128312244778499,0.68,0.7738202927662299,34,50,1.0300878609891158,0.9178586958535433,1.0324923492342453,0.9000657377039422,PASS,153,0,True,False,True
Zc-like,56,-32496.82652257192,-32497.250698052754,0.8483509616708034,0.56,0.6543090531347736,28,50,0.8109210608809123,1.1261040403065243,0.7935746702406161,1.156570451870014,PASS,153,0,True,False,True
Zc-like,61,-33786.17141377574,-33786.68197799877,1.0211284460674506,0.54,0.6001568609402486,27,50,1.0640253560493937,1.087533016916396,1.0795979665354798,1.077845095846375,PASS,153,0,True,False,True
Zc-like,60,-34403.430885888236,-34405.459385371956,4.05699896744045,0.12,0.13153274016425698,6,50,0.872648994972196,0.9021328856031409,0.854888521543317,0.884932737396545,PASS,153,0,True,False,True
Zc-like,49,-33292.479734685985,-33293.08931662984,1.2191638877120567,0.6,0.543578067731237,30,50,1.0401038032482683,0.8057969365755769,1.0284051148469506,0.8174687838446907,PASS,153,0,True,False,True
Zc-like,55,-32804.781859661925,-32805.450640638206,1.337561952561373,0.44,0.512332743039071,22,50,1.0992588551626485,0.9430340353879153,1.0875528131570573,0.9564916266901282,PASS,153,0,True,False,True
Zc-like,63,-33479.801294298304,-33480.387952321464,1.173316046319087,0.58,0.5561829327213064,29,50,1.3891031877302593,1.275480961691746,1.3592884103199212,1.3244809870936738,PASS,153,0,True,False,True
Zc-like,62,-33866.41595740804,-33867.63243313937,2.4329514626588207,0.2,0.2962724729563375,10,50,0.6697754068430707,1.1005317964812418,0.6715638105964754,1.105191289183468,PASS,153,0,True,False,True
Zc-like,64,-33130.965183224886,-33131.33236960739,0.7343727650149958,0.8,0.6926805294783449,40,50,0.9070308136362902,1.0598773885020492,0.8911615595986844,1.052252729630291,PASS,153,0,True,False,True
Zc-like,65,-33260.82490823084,-33261.15881702091,0.6678175801353063,0.74,0.7161190964228485,37,50,1.070572402612947,1.0174689794134506,1.044525438273168,1.0063751327581343,PASS,153,0,True,False,True
Zc-like,67,-33250.11362597886,-33250.43198095603,0.6367099543422228,0.7,0.7273445518718218,35,50,1.032064613277063,1.090672355070327,1.030044400859922,1.0866025693646906,PASS,153,0,True,False,True
Zc-like,70,-33872.87058556604,-33873.956186826195,2.171202520316001,0.36,0.3376986800793733,18,50,0.9288417085581231,0.6796632040184953,0.9242027024914747,0.6896978088885575,PASS,153,0,True,False,True
Zc-like,66,-32758.190650227974,-32758.670454018713,0.9596075814770302,0.6,0.6189048147502296,30,50,0.8305024089975037,0.9838895561500225,0.8458162618708084,0.9999084396769496,PASS,153,0,True,False,True
Zc-like,68,-32528.094805311383,-32528.196478448685,0.20334627460397314,0.88,0.9033247665892654,44,50,0.6418061826107087,1.013563908612429,0.6418917366407648,1.0540278150425018,PASS,153,0,True,False,True
Zc-like,75,-33274.532176933855,-33275.72351244942,2.3826710311259376,0.24,0.3038152430180201,12,50,1.0382150147968865,1.2435616729836991,1.0631810249081095,1.2572195035258429,PASS,153,0,True,False,True
Zc-like,72,-33940.11802480118,-33940.72350453386,1.2109594653593376,0.5,0.5458125197193964,25,50,1.2002856711912373,1.0435203353217635,1.2199252668227554,1.0598495164985726,PASS,153,0,True,False,True
Zc-like,81,-33406.836050838305,-33409.49353279782,5.314963919023285,0.08,0.07012457613966883,4,50,1.3284869347499986,1.138878657961877,1.3165543916246478,1.164297375187571,PASS,153,0,True,False,True
Zc-like,69,-33853.954684303746,-33856.31295035481,4.716532102131168,0.1,0.09458408506470162,5,50,0.7365140333105586,1.0562690650133821,0.7517402934738197,1.0781004087283272,PASS,153,0,True,False,True
Zc-like,71,-33205.04477059642,-33205.77567130557,1.4618014183070045,0.4,0.4814751256738308,20,50,1.1663646519952464,0.9318234957356394,1.1498264690479958,0.9254210041537708,PASS,153,0,True,False,True
Zc-like,74,-34253.91907981205,-34254.0659602044,0.29376078471250366,0.88,0.8633972401502032,44,50,1.324474883615717,0.893189049069399,1.2739547505003115,0.9160752374252711,PASS,153,0,True,False,True
Zc-like,86,-33126.8175629209,-33129.206932957706,4.7787400736124255,0.02,0.09168742539141073,1,50,0.7898630938510065,1.2251346952793891,0.7887233581727134,1.2551879424508479,PASS,153,0,True,True,True
Zc-like,85,-32851.96156899937,-32852.009698348884,0.0962586990208365,0.94,0.9530105076620211,47,50,0.9976541543556481,0.8198025466715289,1.008786700408273,0.8232170221977486,PASS,153,0,True,False,True
Zc-like,78,-33479.613964775526,-33482.246888969865,5.265848388677114,0.08,0.0718679986757067,4,50,0.984016943856435,0.928598400651082,0.9896302568079318,0.9026531826356419,PASS,153,0,True,False,True
Zc-like,88,-32442.421125226705,-32442.819433723223,0.7966169930368778,0.7,0.6714548542226939,35,50,0.7026598655953914,1.1917722104825117,0.7085050872553711,1.2324018534350485,PASS,153,0,True,False,True
Zc-like,77,-33778.736697193344,-33779.235164455305,0.9969345239223912,0.44,0.607461025147581,22,50,0.9096453785867505,0.926443265946055,0.9020033959392892,0.9543656935813564,PASS,153,0,True,False,True
Zc-like,79,-32647.34025813179,-32647.482236265285,0.28395626699057175,0.8,0.8676402285376346,40,50,0.9320992252153608,1.067474132670255,0.9087152943898387,1.0849918565733951,PASS,153,0,True,False,True
Zc-like,84,-32623.83764342247,-32625.95858467235,4.241882499758503,0.12,0.11991870191002618,6,50,1.2081590533804996,0.9100764339083385,1.2231290813816624,0.9294711193883949,PASS,153,0,True,False,True
Zc-like,80,-33416.50032819269,-33418.66206812784,4.323479870290612,0.1,0.11512463727178557,5,50,1.0945260861950477,0.9828284590836184,1.0898098389652529,1.0011607509061466,PASS,153,0,True,False,True
Zc-like,73,-33764.6046669602,-33765.74697778029,2.2846216401812853,0.32,0.31908083083708205,16,50,1.097081426026354,0.9653346378403086,1.1165101492950376,0.9816008704016145,PASS,153,0,True,False,True
Zc-like,82,-34026.742656019735,-34029.10813822388,4.730964408285217,0.04,0.09390400854747583,2,50,0.879284288790344,0.9936079542121022,0.8955838299092421,0.9933117088601567,PASS,153,0,True,True,True
Zc-like,89,-34087.1370405058,-34087.43971272095,0.6053444303106517,0.66,0.7388412376435147,33,50,0.9313185976759133,1.422813237631593,0.9552686820444339,1.4767921958313528,PASS,153,0,True,False,True
Zc-like,76,-33259.075800491264,-33261.29037112585,4.429141269167303,0.06,0.10920039105547497,3,50,1.1696952385539934,0.8047659001846771,1.2361117452541672,0.8075981806311193,PASS,153,0,True,False,True
Zc-like,83,-33374.018318135575,-33377.17854392746,6.320451583771501,0.0,0.0424161627738211,0,50,0.9465285520187725,0.792323357437261,0.9427356349097866,0.843394750723105,PASS,153,0,True,True,True
Zc-like,91,-33800.64614192258,-33801.36477533421,1.4372668232535943,0.54,0.4874179006611571,27,50,1.310060342309469,1.0044216572149507,1.293622752813106,1.0579479474962052,PASS,153,0,True,False,True
Zc-like,87,-33330.36449000535,-33331.45143220735,2.1738844040082768,0.24,0.33724614926443164,12,50,0.8829497631740673,1.0152252949974359,0.9025391436130514,1.0044336763106896,PASS,153,0,True,False,True
Zc-like,90,-32836.27084300561,-32836.75580043801,0.969914864806924,0.6,0.6157234060719763,30,50,1.0492163610448022,0.9091437820356277,1.061589013127658,0.9129918259177783,PASS,153,0,True,False,True
Zc-like,92,-33501.86072316797,-33502.74877843076,1.7761105255776783,0.36,0.41145514732994837,18,50,0.8720216230508696,1.141466999338908,0.8823011858563643,1.1577414458582076,PASS,153,0,True,False,True
Zc-like,93,-33499.41792093944,-33500.17306889364,1.5102959083887981,0.48,0.4699410798327932,24,50,1.1199460906499372,1.4830742414973268,1.1540512463825503,1.4734628200938134,PASS,153,0,True,False,True
Zc-like,96,-33348.80858648383,-33350.39934842516,3.181523882667534,0.2,0.20377029156156357,10,50,1.1782391585758287,1.0142094081799202,1.217421909504496,1.0447239129363708,PASS,153,0,True,False,True
Zc-like,95,-33753.29905543191,-33756.55212770365,6.50614454348397,0.02,0.038655265733462896,1,50,1.30782972874364,1.3774755333085833,1.3084575030064318,1.4452983737338527,PASS,153,0,True,True,True
Zc-like,103,-32062.11908379074,-32062.84464236285,1.4511171442136401,0.42,0.48405411430174106,21,50,1.1196082716655666,1.0205112258420013,1.13545542304922,1.008466787092399,PASS,153,0,True,False,True
Zc-like,101,-32815.223774088634,-32816.46582410655,2.4841000358283054,0.2,0.28879158277210615,10,50,1.0196408216707846,0.7809915130929321,1.0111947108005874,0.8098600521132308,PASS,153,0,True,False,True
Zc-like,104,-34144.96570988861,-34145.27680530026,0.6221908232982969,0.74,0.7326439697650632,37,50,0.7862142087968659,1.1659999764156435,0.7774783436032382,1.1875354163060874,PASS,155,0,True,False,True
Zc-like,105,-33554.9650208072,-33555.3252429711,0.7204443278023973,0.62,0.6975213447929174,31,50,0.9092652163593745,0.7663765722261552,0.9122662465727135,0.8602971572376414,PASS,153,0,True,False,True
Zc-like,111,-33673.36084232708,-33675.138781671194,3.555878688232042,0.1,0.16898601074939767,5,50,1.1915031326456391,1.1495662600672394,1.2135569891258864,1.1807927004835572,PASS,153,0,True,False,True
Zc-like,107,-33135.920531431795,-33136.624573984125,1.408085104660131,0.52,0.4945818839077122,26,50,1.1551967857432435,0.9044461936239354,1.1123755579856482,0.9142190377951058,PASS,153,0,True,False,True
Zc-like,98,-33086.96390515193,-33091.816716568814,9.705622833760572,0.0,0.007806399625467808,0,50,0.5995140320378188,1.1629319011023278,0.5888748218449865,1.2164228397732322,PASS,153,0,True,True,True
Zc-like,100,-33792.80751754269,-33793.009596990414,0.4041588954423787,0.8,0.8170300141908753,40,50,0.829532432224891,1.0334757693133128,0.8229951593346576,1.0740034713474227,PASS,153,0,True,False,True
Zc-like,97,-33607.47913300168,-33608.82959635616,2.7009267089597415,0.2,0.2591201683345623,10,50,0.9816079884544866,0.8364912485975833,0.9834876998555894,0.8316406036181276,PASS,153,0,True,False,True
Zc-like,94,-33268.89259316189,-33269.24225286583,0.6993194078822853,0.62,0.7049279331049334,31,50,0.7699530176387687,0.9034033006461587,0.782912454518017,0.910838543137385,PASS,157,0,True,False,True
Zc-like,108,-32656.461892372696,-32659.88600833671,6.848231928030145,0.02,0.03257806844748101,1,50,1.2390322676186907,0.7314919079904479,1.2279767750810058,0.7360461667560408,PASS,153,0,True,True,True
Zc-like,106,-33591.06835267144,-33591.63756568674,1.1384260305931093,0.48,0.5659706737428075,24,50,1.0127637285527409,0.9734846531777211,1.0333067885052043,0.9883118477748168,PASS,153,0,True,False,True
Zc-like,102,-33713.00801741921,-33714.13617659238,2.25631834633532,0.3,0.32362845236667015,15,50,0.9764816754733772,0.9617878297610151,0.968575040910745,0.9369046115552105,PASS,153,0,True,False,True
Zc-like,113,-33432.75475528471,-33433.20556688743,0.9016232054418651,0.66,0.6371108608246779,33,50,0.9202432060603917,1.1476733621815596,0.8968380908565347,1.1886819114290135,PASS,153,0,True,False,True
Zc-like,112,-33430.3828101669,-33431.19467376273,1.623727191661601,0.3,0.44402980259946045,15,50,1.1059886959974092,0.9223549796647972,1.095648643528706,0.9167314723957795,PASS,153,0,True,False,True
Zc-like,119,-33407.16875046944,-33407.434908001145,0.5323150634067133,0.74,0.7663183985493132,37,50,0.7973247953094335,0.8697781524083337,0.8046647389187812,0.8775293617837602,PASS,153,0,True,False,True
Zc-like,115,-33012.88340468773,-33014.35678843988,2.9467675042978954,0.16,0.2291487891466557,8,50,0.6891790013884397,0.8710974966688491,0.6912935887219612,0.8647594083592925,PASS,153,0,True,False,True
Zc-like,118,-34176.90971278568,-34178.292660170766,2.765894770171144,0.26,0.2508381458531952,13,50,1.0270938276507966,1.0735893257692535,1.0511383324867134,1.1057898038474232,PASS,153,0,True,False,True
Zc-like,99,-33571.291056908245,-33572.22972091616,1.8773280158347916,0.3,0.3911500598200026,15,50,0.9671326431123402,0.8903244906547815,0.9811214855341204,0.914287284854354,PASS,153,0,True,False,True
Zc-like,120,-33797.495522309735,-33798.1976397079,1.404234796325909,0.32,0.4955349473852022,16,50,0.857548679426707,0.8686629007166398,0.8505122120667623,0.8996992844656733,PASS,153,0,True,False,True
Zc-like,110,-33221.30251648348,-33221.71351198772,0.8219910084735602,0.68,0.6629899122396898,34,50,0.9700184511287291,0.824239999580855,0.9603259124439044,0.8239028527658122,PASS,153,0,True,False,True
Zc-like,116,-33501.74100061995,-33502.186822799165,0.8916443584312219,0.5918367346938775,0.6402976201641277,29,49,0.8972639201449669,0.9969581615562417,0.8999761610113441,1.0012767365310216,PASS,153,1,True,False,True
Zc-like,117,-33444.46501682962,-33445.02004543899,1.1100572187424405,0.58,0.5740558375849439,29,50,1.1979932607203574,1.2750915431988092,1.2251333142627507,1.3130381848896797,PASS,153,0,True,False,True
Zc-like,109,-34252.09582470251,-34252.24224966421,0.2928499233967159,0.88,0.8637905472785724,44,50,0.6991577618066299,0.8696671657969552,0.7070875364203025,0.9243945477419925,PASS,153,0,True,False,True
Zc-like,114,-33551.26660790869,-33551.534483962496,0.53575210760755,0.78,0.7650025943885462,39,50,0.7264075646483437,0.8869121852447404,0.721913915085333,0.8979837719726499,PASS,153,0,True,False,True
Zc-like,123,-33798.04096315108,-33799.012491768925,1.9430572356941411,0.26,0.3785040076767048,13,50,1.1733417133451447,0.9606184080588505,1.1663439024413176,0.9748633067841618,PASS,153,0,True,False,True
Zc-like,121,-32699.191861620537,-32699.28226912656,0.1808150120486971,0.88,0.9135588286813198,44,50,1.3017732920715346,0.9456216306971075,1.2727679017206788,0.9683952521937355,PASS,153,0,True,False,True
Zc-like,122,-33612.07426748692,-33614.82896140396,5.509387834084919,0.06,0.0636284922856043,3,50,0.885544517274656,1.091574436641369,0.8914543269924174,1.1416754983056319,PASS,153,0,True,False,True
Zc-like,154,-33513.57913984237,-33514.06735892665,0.9764381685672561,nan,0.6137184022566292,0,0,0.46353184712518214,0.9962013150187408,0.4684965269101232,1.0260564298359203,UNDERCONSTRAINED,153,0,True,False,False
Zc-like,124,-33945.75191550339,-33946.594361052565,1.6848910983535461,0.38,0.4306560440300613,19,50,1.1501795548334954,1.0486725909673342,1.1437985756534474,1.0354690555593955,PASS,153,0,True,False,True
Zc-like,125,-34153.71458808979,-34153.79409079731,0.15900541504379362,0.94,0.9235755193642792,47,50,0.797615681110792,0.7937682951391307,0.7957081161032122,0.8092692301409415,PASS,153,0,True,False,True
Zc-like,127,-33507.85449457561,-33508.09822957705,0.48747000288858544,0.68,0.7836952848666966,34,50,1.0210714872403535,1.4077448780876072,1.0127372772634042,1.3672995125984282,PASS,153,0,True,False,True
Zc-like,130,-33022.59301823201,-33024.48116485502,3.7762932460173033,0.12,0.15135206147758562,6,50,0.9992428238608472,0.9667157205205728,1.0085658147657048,0.9449823937966638,PASS,153,0,True,False,True
Zc-like,126,-33165.78939682196,-33166.63848183774,1.6981700315664057,0.4,0.42780618883512445,20,50,0.9542841653672499,0.614025571264939,0.983762100802198,0.6467565421935946,PASS,153,0,True,False,True
Zc-like,128,-33332.67531909868,-33333.914858415505,2.4790786336525343,0.24,0.2895175630915747,12,50,0.9265640733157902,0.7341615016872899,0.9474035299312037,0.7269022799867091,PASS,153,0,True,False,True
Zc-like,129,-34376.80313791241,-34377.52410187751,1.4419279302092036,0.4,0.48628326985007864,20,50,0.912312894410608,1.0932160883144442,0.9148633598712409,1.0936852400064765,PASS,153,0,True,False,True
Zc-like,131,-32463.991156282907,-32464.271958254296,0.5616039427768555,0.82,0.7551778674985012,41,50,1.2033671851053247,1.042988659899891,1.191827572064289,1.0282877420508187,PASS,153,0,True,False,True
Zc-like,132,-33087.08225179211,-33087.813802604775,1.4631016253260896,0.4897959183673469,0.4811622187268453,24,49,1.108766640078539,0.8283651387811882,1.085728842911931,0.9156550669846155,PASS,153,1,True,False,True
Zc-like,139,-33458.65982536717,-33458.724729030044,0.12980732574942522,0.92,0.9371577421115526,46,50,1.1433463723941057,0.8572030019188088,1.1097552614696393,0.8315500741446981,PASS,153,0,True,False,True
Zc-like,140,-32660.334190307083,-32661.416422077866,2.1644635415650555,0.34,0.3388384713729582,17,50,1.1620290772488564,0.8744676145285906,1.164060225987174,0.8786143627834291,PASS,153,0,True,False,True
