test_name,trial,lambda_obs,p_boot,p_wilks,gates,chi2_dof_a,chi2_dof_b,pass_trial,rejected
Di-charmonium,17,2.2965486754619633,0.28,0.31718364923420705,PASS,0.714895576746855,0.8382316996780632,True,False
Di-charmonium,18,1.9291099143229076,0.38,0.3811527913189475,PASS,1.1579305057062825,0.9827763571788399,True,False
Di-charmonium,19,0.5093348197551677,0.8,0.7751742703979072,PASS,0.9403545812485895,0.9069557928654084,True,False
Di-charmonium,20,1.9937388790058321,0.34,0.3690329145847717,PASS,1.4336626195184439,0.7488920328434895,True,False
Di-charmonium,21,3.261012519724318,0.14,0.1958304079517641,PASS,1.126547754713771,0.941156260335,True,False
Di-charmonium,22,1.0073129935844918,0.6,0.6043169320115696,PASS,1.0607210210463305,0.9796592703390103,True,False
Di-charmonium,23,1.6167632481228793,0.5,0.44557859670072075,PASS,0.816023630935094,1.172407021105936,True,False
Di-charmonium,24,0.13242549012647942,0.94,0.9359317282550499,PASS,1.3230122322171318,0.8539030129732944,True,False
Zc-like,0,0.3366295873420313,0.8,0.845087764528529,PASS,0.9581814551172082,1.2458022227929544,True,False
Zc-like,1,0.22115027213294525,0.84,0.8953190569100187,PASS,0.8117911484680745,0.8341035492135422,True,False
Zc-like,2,2.2751909603684908,0.22,0.32058895828450096,PASS,0.935265210600948,0.9889837745264665,True,False
Zc-like,3,0.2431647997291293,0.78,0.8855180837723946,PASS,1.2316414281683414,1.123446614910077,True,False
Zc-like,4,1.032618041121168,0.54,0.5967189657506624,PASS,1.1408754633268867,0.9101611821237308,True,False
Zc-like,5,1.213391634519212,0.46,0.5451491689576953,PASS,0.8127550487356455,1.004485607279775,True,False
Zc-like,6,2.5709378169558477,0.2,0.2765208902374283,PASS,0.8927661202124625,1.2147172489388542,True,False
Zc-like,7,1.8894498937152093,0.28,0.38878649314308955,PASS,1.2131472672672647,1.1935697067544404,True,False
Zc-like,8,1.6237231096747564,0.32,0.4440307088622918,PASS,1.3621002677952216,0.7911062422929479,True,False
Zc-like,9,0.5041561145335436,0.62,0.7771840708368698,PASS,0.8569158887896364,1.158207841813782,True,False
Zc-like,10,1.3046879572357284,0.48,0.5208235456241697,PASS,0.5987843408003829,0.878602120437385,True,False
Zc-like,11,1.8786199216847308,0.28,0.39089747688188614,PASS,1.31313947475888,0.9837163157147096,True,False
Zc-like,12,1.6964603763481136,0.4,0.42817204572671164,PASS,1.053293714330286,0.8851834357138298,True,False
Zc-like,13,0.5920632755733095,0.66,0.7437638966044584,PASS,1.3195258486878505,1.0826926729180046,True,False
Zc-like,14,3.1961485092615476,0.2,0.2022856938858102,PASS,1.4238928197227065,0.8330288444362488,True,False
Zc-like,15,2.0156175216980046,0.34,0.3650179455021225,PASS,0.9663338341422401,0.734036863720379,True,False
Zc-like,16,0.16657487966585904,0.92,0.9200866396569574,PASS,1.0027291002731091,1.1721302487263976,True,False
Zc-like,17,0.7136727069155313,0.62,0.6998870224547477,PASS,0.9052617549272335,0.7846211720023873,True,False
Zc-like,18,3.147148459625896,0.16,0.20730290838290344,PASS,1.1859434497572927,1.2781839402090869,True,False
Zc-like,19,0.105641398273292,0.96,0.9485500730828746,PASS,0.994811131217588,1.0321345532403237,True,False
Zc-like,20,0.6631346861831844,0.62,0.7177978158650009,PASS,1.5408659145999382,0.9524064556618754,True,False
Zc-like,21,0.4706160817440832,0.7,0.7903273589992635,PASS,1.093644262339466,1.4172913361906159,True,False
Zc-like,22,0.9835035564174177,0.54,0.6115541480599042,PASS,1.1778426954969727,1.0303253606326594,True,False
Zc-like,23,1.8193467295059236,0.38,0.4026557241081027,PASS,0.7843907897080268,0.8627739448303199,True,False
Zc-like,24,0.9237460884614848,0.54,0.6301023299902206,PASS,1.0613916644355783,1.339608356423485,True,False
