test_name,trial,lambda_obs,p_boot,p_wilks,gates,chi2_dof_a,chi2_dof_b,pass_trial,rejected
Di-charmonium,47,3.0418479897707584,0.2,0.21850989162299617,PASS,0.9523801196869516,1.1992189355968392,True,False
Di-charmonium,48,0.27851194399408996,0.8583333333333333,0.8700053029588842,PASS,0.8201781184828986,0.7945692356782312,True,False
Di-charmonium,49,3.7921977314763353,0.14166666666666666,0.15015324610010505,PASS,1.0492081736768843,1.0263227443898346,True,False
Di-charmonium,50,1.3687252628442366,0.5083333333333333,0.5044116232598115,PASS,1.0028569578073814,1.0185492113027175,True,False
Di-charmonium,51,1.660780145211902,0.4583333333333333,0.43587922860968054,PASS,0.8896690870871851,0.925456553924895,True,False
Di-charmonium,52,0.6145524731109617,0.7666666666666667,0.7354474153841477,PASS,1.075149634959048,0.694151855126991,True,False
Di-charmonium,53,2.8658128621973447,0.2,0.2386143971335526,PASS,1.15048758733889,0.9957152272798566,True,False
Di-charmonium,54,3.365686498589639,0.15,0.18584482097981525,PASS,1.0976885597881632,0.7921681236250484,True,False
Di-charmonium,55,0.5930906218854943,0.7666666666666667,0.743381943164315,PASS,0.9714199151619639,0.9086483651890488,True,False
Di-charmonium,56,1.3760953134988085,0.49166666666666664,0.5025562742563014,PASS,0.8577698382032181,1.0351954416387474,True,False
Di-charmonium,57,0.24315605773881543,0.9083333333333333,0.8855219543761094,PASS,1.0598574303857942,0.8533335972434112,True,False
Di-charmonium,58,0.1911938865086995,0.9083333333333333,0.9088302524206211,PASS,0.8760852404105173,1.019336407740766,True,False
Di-charmonium,59,6.800813035850297,0.05,0.03335970588507309,PASS,0.9510829766781698,1.1104414376464389,True,False
Di-charmonium,60,1.2385829715858563,0.575,0.5383257139252242,PASS,1.0020512361319764,1.0093469339073193,True,False
Di-charmonium,61,3.715869228784868,0.13333333333333333,0.15599448664249482,PASS,1.0279679422580938,1.0653017970002678,True,False
Di-charmonium,62,2.2470266554810223,0.30833333333333335,0.32513547812593835,PASS,1.0832058569616627,1.0382140361651928,True,False
Di-charmonium,63,0.27938998942408944,0.8666666666666667,0.8696234346992686,PASS,0.8753256598946955,0.9988414248826714,True,False
Di-charmonium,64,8.091122860256291,0.025,0.017499876939111814,PASS,1.0097505735544456,0.9940148608856891,True,True
Di-charmonium,65,0.9053639152771211,0.65,0.6359203510779959,PASS,0.9709809256890143,1.030932034775655,True,False
Di-charmonium,66,9.063250525199692,0.016666666666666666,0.01076316887387252,PASS,1.1722934971551155,1.0511320409821423,True,True
Di-charmonium,67,0.23025225808669347,0.925,0.8912537238376956,PASS,0.8763284828656349,0.8070897640156599,True,False
Di-charmonium,68,0.1997446047826088,0.9166666666666666,0.9049529709882619,PASS,1.15212869245835,1.0580007874146828,True,False
Di-charmonium,69,4.109961856127484,0.10833333333333334,0.12809527857922354,PASS,0.9923728283130376,0.826373310360784,True,False
Di-charmonium,70,5.9599484218488215,0.03333333333333333,0.050794143782021184,PASS,1.1457507672035014,1.0811164105787605,True,True
Di-charmonium,71,2.8036814424267504,0.23333333333333334,0.24614346518935948,PASS,0.7944076425474783,0.9307879136485191,True,False
Di-charmonium,72,0.003929898230126128,1.0,0.9980369801336173,PASS,1.004389239927479,1.0351949783395646,True,False
Di-charmonium,73,0.32782811980723636,0.8916666666666667,0.8488149659857372,PASS,0.9185679480259517,1.0612914436314722,True,False
Di-charmonium,74,6.618505575155723,0.025,0.03654346928888963,PASS,1.071269556022644,0.9469081485080341,True,True
Di-charmonium,75,1.5162197376193944,0.48333333333333334,0.4685512138284239,PASS,1.0778704101982741,0.8500659343423551,True,False
Di-charmonium,76,5.385593565144518,0.041666666666666664,0.06769135637832036,PASS,1.0340846827752306,1.0801414066367343,True,True
Di-charmonium,77,0.1708409276252496,0.9333333333333333,0.9181261644048466,PASS,1.1242073109510964,1.0771082134475127,True,False
Di-charmonium,78,0.2823680789297214,0.875,0.8683294900966979,PASS,0.9242167983251512,1.0438227001620557,True,False
Di-charmonium,79,6.015950531953422,0.041666666666666664,0.049391582404537115,PASS,0.8096216613652674,0.8863626925990489,True,True
Di-charmonium,80,0.2205772651504958,0.9166666666666666,0.8955756056948898,PASS,0.9899423528390792,0.6958505462543436,True,False
Di-charmonium,81,0.29846960538998246,0.8916666666666667,0.8613668398971459,PASS,0.8421803151723322,1.2423934254412095,True,False
Di-charmonium,82,2.0450289012514986,0.3333333333333333,0.359689380969185,PASS,1.0660566936663445,1.042774069194311,True,False
Di-charmonium,83,2.336561430747679,0.3,0.31090100935204035,PASS,1.1209208403600117,1.1719944389163228,True,False
Di-charmonium,84,4.365289867877436,0.1,0.112742938312137,PASS,0.8080458170958064,0.9001208072420669,True,False
Di-charmonium,85,1.4737075536177144,0.44166666666666665,0.4786173862739358,PASS,1.4167746026727839,1.0279004153756466,True,False
Di-charmonium,86,0.846526805216854,0.7083333333333334,0.6549061064141084,PASS,1.2411494587298297,1.0066378595228846,True,False
Di-charmonium,87,0.17620234617061215,0.9166666666666666,0.9156682310567279,PASS,1.3165749255766235,0.8271719422218048,True,False
Di-charmonium,88,4.87089409584587,0.08333333333333333,0.08755859540916755,PASS,0.900851615070601,0.6922906880500478,True,False
Di-charmonium,89,3.3182917663361877,0.175,0.19030145037924906,PASS,0.9554090474689292,0.943539302000574,True,False
Di-charmonium,90,0.07134128628240433,0.9666666666666667,0.9649580567059304,PASS,0.961202645273947,0.9612452246656817,True,False
Di-charmonium,91,3.469197797785455,0.14166666666666666,0.1764709687937125,PASS,0.7368188072728807,1.0172345307789699,True,False
Di-charmonium,92,1.7988563451872324,0.3416666666666667,0.40680221389872673,PASS,1.0990243323387496,0.7964703950215196,True,False
Di-charmonium,93,1.7825728899333626,0.35,0.41012780638596136,PASS,0.8164565683207639,1.0648504201139812,True,False
Di-charmonium,94,2.088939537265105,0.35833333333333334,0.3518783468593665,PASS,1.0746344121285072,0.9550327158666142,True,False
Di-charmonium,95,2.391573269283981,0.30833333333333335,0.30246593039666725,PASS,1.1736340930868245,1.0595259924178992,True,False
Di-charmonium,96,0.35172579712525476,0.85,0.8387329669500252,PASS,0.7758265402623266,0.6334814663644974,True,False
Di-charmonium,97,6.832662454260571,0.025,0.03283266985526334,PASS,0.8441617938047222,1.1198494348872745,True,True
Di-charmonium,98,2.9412930887774564,0.26666666666666666,0.22977687620078058,PASS,0.9529766045706948,1.0514010203403659,True,False
Di-charmonium,99,5.061717885706457,0.05,0.07959062711684506,PASS,1.046317364662741,1.031782875082229,True,False
Di-charmonium,100,3.6397733961275662,0.1,0.16204410980520678,PASS,0.8188576648400394,1.040062704805361,True,False
Di-charmonium,101,0.9832008143494022,0.5833333333333334,0.6116467266503293,PASS,1.0024594412447947,1.021487539522394,True,False
Di-charmonium,102,3.6804806023428682,0.13333333333333333,0.15877926667844433,PASS,0.66595504257921,0.907442373350204,True,False
Di-charmonium,103,2.6115185565431602,0.2833333333333333,0.2709667177780679,PASS,0.858238318943361,0.9955302995543749,True,False
Di-charmonium,104,2.026433275481395,0.375,0.3630493012801548,PASS,1.204954330236654,0.7809011577323455,True,False
Di-charmonium,105,1.44546475916286,0.4666666666666667,0.4854240794021609,PASS,0.975642752337046,1.1595790909785795,True,False
Di-charmonium,106,1.9210680839241832,0.4083333333333333,0.3826884596979787,PASS,1.2562788026052596,0.7556647489507042,True,False
Di-charmonium,107,1.829623419471318,0.45,0.40059204657246705,PASS,0.9233276489661215,1.129676077336708,True,False
Di-charmonium,108,0.9600400105773588,0.6916666666666667,0.6187710129895789,PASS,1.2708924240233348,1.0304333180164549,True,False
Di-charmonium,109,0.16211087200645125,0.9583333333333334,0.9221425701291482,PASS,0.8660918853018832,0.852823884300612,True,False
Di-charmonium,110,1.5298888534089201,0.5166666666666667,0.4653597918329643,PASS,0.9839080692604928,1.0335698519270822,True,False
Di-charmonium,111,6.752927867761173,0.03333333333333333,0.03416806189751964,PASS,0.8194089640091969,0.9897618240477503,True,True
Di-charmonium,112,6.733074310875963,0.025,0.03450892973844211,PASS,1.1294672622900157,0.8172477602238896,True,True
Di-charmonium,113,1.5811897756211692,0.425,0.4535748888357324,PASS,1.002487536285836,1.2327842687503359,True,False
Di-charmonium,114,0.1459645261784317,0.95,0.929617318419006,PASS,1.0700935220668102,1.0654763954300566,True,False
Di-charmonium,115,0.44064478849759325,0.8666666666666667,0.8022601122191028,PASS,0.9075676502988818,0.9834808089523039,True,False
Di-charmonium,116,0.05318093892856268,0.9916666666666667,0.9737599443099363,PASS,0.806899320402931,0.8334535550437041,True,False
Di-charmonium,117,0.14152873033162905,0.95,0.9316814028572652,PASS,0.8923970362492462,1.097254579034352,True,False
Di-charmonium,118,7.446622313436819,0.025,0.024153858081429225,PASS,1.1855751874151792,1.0191571011170868,True,True
Di-charmonium,119,0.6480590386199765,0.75,0.7232288928468518,PASS,0.9420994746926945,1.0572392304809186,True,False
