test_name,trial,lambda_obs,p_boot,p_wilks,gates,chi2_dof_a,chi2_dof_b,pass_trial,rejected
Zc-like,26,4.715329239465063,0.09166666666666666,0.09464098800695864,PASS,1.0396525935098098,0.8072259570538128,True,False
Zc-like,27,0.15964772114239167,0.9333333333333333,0.9232789578933367,PASS,1.1765250502836504,1.2713639583509695,True,False
Zc-like,28,2.3985246270895004,0.3,0.3014164807750146,PASS,1.037290031051386,1.1631924049161224,True,False
Zc-like,29,3.4603908358403714,0.18333333333333332,0.17724976880406262,PASS,0.868211848136118,0.778750054698299,True,False
Zc-like,30,0.14573543933511246,0.8833333333333333,0.9297238060661049,PASS,1.0384739357424615,0.8576050104953304,True,False
Zc-like,31,1.1791335580783198,0.5,0.5545674829591157,PASS,0.9289696653777987,1.01943995356415,True,False
Zc-like,32,1.6459872754785465,0.4,0.4391151332605493,PASS,1.2633086056013973,0.8915330041083154,True,False
Zc-like,33,2.6546801528311335,0.23333333333333334,0.26518168704870426,PASS,0.8384441277653184,0.7981588852648882,True,False
Zc-like,34,1.7297674531291705,0.375,0.4211005125841478,PASS,0.9571496168877107,0.8724850584255951,True,False
Zc-like,35,0.775471796063357,0.6333333333333333,0.6785915369609563,PASS,0.6787053353136564,0.7295591250035811,True,False
Zc-like,36,1.8797991878236644,0.35833333333333334,0.3906670587404991,PASS,0.8825823953792749,0.8701865187953652,True,False
Zc-like,37,4.741438989993185,0.09166666666666666,0.09341349155364798,PASS,0.8061097655125189,1.1034135674304815,True,False
Zc-like,38,1.4260225979378447,0.5166666666666667,0.49016593665575614,PASS,1.1718670355893068,0.9892230980610643,True,False
Zc-like,39,2.8551314529322553,0.21666666666666667,0.23989217523023176,PASS,0.8452332116078677,1.009039681489984,True,False
Zc-like,40,0.4992555170611013,0.75,0.7790907389827628,PASS,1.2287635568881474,1.044988615150844,True,False
Zc-like,41,3.479100732743973,0.16666666666666666,0.17559933823669094,PASS,1.274169309172909,1.1215004315586266,True,False
Zc-like,42,9.437379743598285,0.0,0.008926866229780228,PASS,0.748691943197261,1.149252695982858,True,True
Zc-like,43,1.7451192890584935,0.38333333333333336,0.4178805534755662,PASS,1.4317816668667624,0.8140808937725955,True,False
Zc-like,44,1.550769550332916,0.4166666666666667,0.4605265477246121,PASS,1.0907802971651541,0.9706685512205776,True,False
Zc-like,45,2.7181906354089733,0.225,0.2568930784781127,PASS,0.9404072224533395,1.184721235702916,True,False
Zc-like,46,2.2958228905918077,0.26666666666666666,0.3172987736686744,PASS,0.9900975212580364,0.9594187390240887,True,False
Zc-like,47,1.6510502871242352,0.4166666666666667,0.4380049165966796,PASS,0.9388923579113553,0.9848618601643725,True,False
Zc-like,48,2.998898233840009,0.21666666666666667,0.22325311264140701,PASS,0.8137854205113664,1.0482973150545742,True,False
Zc-like,49,2.2005240281432634,0.26666666666666666,0.332783878215142,PASS,1.2475242916363813,0.9475343007911854,True,False
Zc-like,50,0.18446863554709125,0.925,0.911891452134738,PASS,1.0686279101141185,0.8656883523464329,True,False
Zc-like,51,0.3711229656764772,0.8166666666666667,0.8306377640436455,PASS,0.7589465125511402,1.2836036984399326,True,False
Zc-like,52,0.09853105616639368,0.975,0.9519283324321519,PASS,1.3793144146518994,0.6594708789284629,True,False
Zc-like,53,0.14588995798840187,0.9416666666666667,0.9296519790055736,PASS,1.4058690487550087,0.928873174142545,True,False
Zc-like,54,1.3297352696972666,0.48333333333333334,0.5143416041053429,PASS,1.1330398845023768,0.8699837468113303,True,False
Zc-like,55,0.8474735482595861,0.5833333333333334,0.6545961658784624,PASS,1.1413334703333295,0.9034073749902329,True,False
Zc-like,56,1.0438497084542178,0.5833333333333334,0.5933772832422919,PASS,0.943360382502564,1.1178663814747911,True,False
Zc-like,57,0.7403448586410377,0.6416666666666667,0.6906152380538855,PASS,0.929889357229463,1.2481054579704427,True,False
Zc-like,58,0.34664854864240624,0.8416666666666667,0.8408648997351743,PASS,0.7362439544943309,0.944600012938322,True,False
Zc-like,59,0.372875632456271,0.825,0.8299101672913328,PASS,0.9532551582855977,1.0101074484078323,True,False
Zc-like,60,4.420916953284177,0.1,0.10965036485836699,PASS,0.9218161606077305,0.8634833473114804,True,False
Zc-like,61,1.4319717548351036,0.4583333333333333,0.48871006599854416,PASS,1.069172736239674,1.1312317258456248,True,False
Zc-like,62,0.7809216185996775,0.6583333333333333,0.6767449522677281,PASS,1.0963307067462136,1.172634272506067,True,False
Zc-like,63,0.05448714061640203,0.9583333333333334,0.9731241884974592,PASS,0.9366533166446172,0.8064514031302684,True,False
Zc-like,64,0.5283452321455115,0.7583333333333333,0.7678409865210403,PASS,1.1132746571125096,0.9864683779169033,True,False
Zc-like,65,0.5703968743328005,0.75,0.7518650415468324,PASS,1.0462222241879429,1.2559521657200328,True,False
Zc-like,66,0.17002773555577733,0.9333333333333333,0.9184995467654308,PASS,0.9582213859526708,1.2012392571739237,True,False
Zc-like,67,0.31620823018602096,0.825,0.8537608879467,PASS,1.0745236361393493,0.7646379751474662,True,False
Zc-like,68,1.1864881152287126,0.5333333333333333,0.5525319287792108,PASS,1.3367480797962537,1.0463509702669203,True,False
Zc-like,69,2.7363231915514916,0.16666666666666666,0.2545745405303852,PASS,0.9415588385482323,1.0059331574516417,True,False
Zc-like,70,2.025104364816798,0.3333333333333333,0.3632906114853256,PASS,0.9955145780789693,1.2624167096249999,True,False
Zc-like,71,0.9659236732113641,0.6,0.6169533679589312,PASS,0.856530254891722,0.7363470937641224,True,False
Zc-like,72,0.3291949108534027,0.8333333333333334,0.8482350878037017,PASS,0.9080092814743227,1.2265607105061858,True,False
Zc-like,73,0.22496877593221143,0.8833333333333333,0.8936112980894879,PASS,0.7023311903836176,1.2048552309971936,True,False
Zc-like,74,3.978576836248976,0.13333333333333333,0.1367927300487265,PASS,0.778613952317394,1.0998377814689733,True,False
Zc-like,75,5.079047924664337,0.08333333333333333,0.07890395210515055,PASS,1.2061996568120694,0.9019666863599063,True,False
Zc-like,76,0.6421327392599778,0.675,0.7253751065150708,PASS,0.9838470183617509,0.9350271470921451,True,False
Zc-like,77,6.425400549924234,0.05,0.04024778631713344,PASS,1.0684892939067703,1.0579989952576128,True,False
Zc-like,78,0.4741446763800923,0.7666666666666667,0.7889342158801448,PASS,1.0805789474986267,0.8150406144047719,True,False
Zc-like,79,2.120731114555383,0.31666666666666665,0.346329184033185,PASS,0.7394095752547567,0.8555903972806244,True,False
Zc-like,80,0.2636938597424887,0.9083333333333333,0.876475146975386,PASS,1.0128402488708428,1.0362153878602431,True,False
Zc-like,81,0.27743322172318585,0.875,0.8704746765765022,PASS,0.8284682330220934,0.8779270220884261,True,False
Zc-like,82,1.005632084183162,0.575,0.6048250465114707,PASS,1.138459380496416,0.7363014405126075,True,False
Zc-like,83,8.028894119284814,0.016666666666666666,0.018052933987253827,PASS,1.0233647572074622,1.0815230461755754,True,True
Zc-like,84,4.770281997072743,0.09166666666666666,0.09207599608329309,PASS,1.0017854906191361,0.7545721796605946,True,False
Zc-like,85,12.248827883508056,0.0,0.002188773491126561,PASS,1.228768114612236,1.0272767640977294,True,True
Zc-like,86,2.3918160997709492,0.2833333333333333,0.30242920865141754,PASS,1.2953961311504325,1.2452842004082323,True,False
Zc-like,87,0.7112257983972086,0.7,0.7007438262365449,PASS,1.2956548560191563,1.0573683302471932,True,False
Zc-like,88,0.5025429941306356,0.7416666666666667,0.7778111694400026,PASS,0.8339592986868373,0.8752381177665984,True,False
Zc-like,89,0.2793877688818611,0.8666666666666667,0.8696244002175842,PASS,0.8892755491593827,1.0076245942262505,True,False
Zc-like,90,0.04280553900753148,0.9833333333333333,0.9788246444484123,PASS,1.1715766117543784,0.9327445276843793,True,False
Zc-like,91,0.1340221069258405,0.9333333333333333,0.9351848642484258,PASS,0.7072839262485043,0.8740025083777863,True,False
Zc-like,92,1.0237898508639773,0.5583333333333333,0.5993587618999852,PASS,1.0463395743008757,1.0485961431428787,True,False
Zc-like,93,1.099687277644989,0.625,0.5770400299854374,PASS,0.8601781224997095,1.0088330054525296,True,False
Zc-like,94,4.2564569094683975,0.1,0.11904800608575639,PASS,0.9844988096409966,1.171936438372586,True,False
Zc-like,95,2.5548944297188427,0.23333333333333334,0.27874797665820616,PASS,1.222492940074716,1.0225671787978377,True,False
Zc-like,96,0.770918044843711,0.6416666666666667,0.6801383657806501,PASS,0.9307316737123773,0.785244422231101,True,False
Zc-like,97,1.668464877133374,0.4166666666666667,0.43420763459323963,PASS,0.7638489017902347,1.0775442192372957,True,False
Zc-like,98,1.2499981345463311,0.5416666666666666,0.5352619277719208,PASS,0.9722470197935155,1.174925796826433,True,False
Zc-like,99,0.056456706806784496,0.9916666666666667,0.9721663439590694,PASS,1.30605797556803,0.7596112005810964,True,False
Zc-like,100,2.959115285979351,0.18333333333333332,0.22773840778640786,PASS,0.865552083083564,0.8478013427389463,True,False
Zc-like,101,1.649924458062742,0.39166666666666666,0.43825154533770894,PASS,1.0198777738187086,1.0778959066206115,True,False
Zc-like,102,2.119496293569682,0.3416666666666667,0.3465430773285755,PASS,0.6661583947274757,1.0240246007210523,True,False
Zc-like,103,6.559311142147635,0.016666666666666666,0.03764121929946296,PASS,0.7677965869397116,1.0503639338101616,True,True
Zc-like,104,0.39462936321797315,0.825,0.8209322603776199,PASS,0.9207231827241711,1.3040243280454253,True,False
Zc-like,105,2.642527348638396,0.225,0.2667979431457369,PASS,0.8741999870706618,1.2240776785736553,True,False
Zc-like,106,1.8907849635579623,0.31666666666666665,0.38852705118487485,PASS,1.2937225759475974,0.9200636845003374,True,False
Zc-like,107,3.657776994208689,0.13333333333333333,0.16059196704754441,PASS,0.9415178440253209,0.9334135354216475,True,False
Zc-like,108,2.226577995737898,0.2916666666666667,0.3284768229050904,PASS,1.3327702584119743,1.1482890482975134,True,False
Zc-like,109,2.6878737618244486,0.25,0.26081683988259496,PASS,0.9842232120308743,0.7478222789043443,True,False
Zc-like,110,2.238746468909085,0.3,0.3264843596569491,PASS,1.0956800159672047,1.1032402357678228,True,False
Zc-like,111,0.13740860589314252,0.9166666666666666,0.9336027028349342,PASS,0.9332825814326943,0.8751792167889428,True,False
Zc-like,112,0.4491434794908855,0.8166666666666667,0.7988582647556159,PASS,1.1229504378473414,1.192615737868517,True,False
Zc-like,113,2.2982638016110286,0.23333333333333334,0.3169117608461618,PASS,1.173177369561169,0.7183367416083903,True,False
Zc-like,114,3.452109400226618,0.15,0.1779852316993421,PASS,1.1100681458367347,1.2174640002218944,True,False
Zc-like,115,1.28294404168264,0.4583333333333333,0.5265168096057484,PASS,0.884320685427122,0.9990897335844591,True,False
Zc-like,116,1.0882327964354772,0.5583333333333333,0.5803543589960671,PASS,0.9304317023146497,0.8680421495710863,True,False
Zc-like,117,0.08567329368088394,0.95,0.9580678807004465,PASS,1.0978518271236155,0.9328839213681149,True,False
Zc-like,118,4.299864466462168,0.08333333333333333,0.11649205179597233,PASS,0.9017810660211665,1.115028122973918,True,False
Zc-like,119,0.799324121006066,0.625,0.6705466119354302,PASS,0.999542950659129,1.2890376327481845,True,False
