Lambda_obs,bootstrap_lambda_mean,bootstrap_lambda_median,bootstrap_lambda_std,bootstrap_n,bootstrap_n_exceeded,bootstrap_n_valid,bootstrap_restarts,chi2_dof_a,chi2_dof_b,converged,dof_diff,fit_converged,gates,identifiable,n_bootstrap,n_restarts,nll_constrained,nll_unconstrained,p_boot,p_wilks,phi_spread,r_spread,rejected,stats_level,test,trial,verdict
0.06351890615066758,1.9792014186988451,1.5655615468755997,1.8734133828172952,200,192,200,80,1.2009966667104917,1.1431384544518828,True,2,True,PASS,True,200,80,3.1752947965979015,3.1435353435225677,0.96,0.968739581381545,60.634798969887605,0.16215089892234782,0,1.0,Y-states,8,NOT_REJECTED
0.24073589457174815,,,,,,,,0.4956378624044885,1.1719317986882636,True,2,True,UNDERCONSTRAINED,True,0,80,3.789360358233232,3.6689924109473577,nan,0.8865941567802709,56.110963027377274,0.15281207421727178,0,1.0,Y-states,41,INCONCLUSIVE
0.25100530529392984,1.9259239788139573,1.4447926713225954,1.8859264932720368,200,169,200,80,1.1950186034055523,0.9440205077221998,True,2,True,PASS,True,200,80,3.7782874586712127,3.652784806024248,0.845,0.8820534246475897,62.653353730971226,0.1680647055930459,0,1.0,Y-states,10,NOT_REJECTED
0.006379198429595334,1.9347394018966673,1.4257501633650307,1.8789802417186745,200,200,200,80,1.248275888374011,1.1507343858179166,True,2,True,PASS,True,200,80,4.109168560461484,4.105978961246686,1.0,0.9968154821528334,57.48259288926251,0.15521666043045482,0,1.0,Y-states,18,NOT_REJECTED
0.31841441585546804,1.9906724215164064,1.4762204929296132,1.916210171253803,200,164,200,80,0.9808002621030669,0.8619256798496995,True,2,True,PASS,True,200,80,3.1449638745767117,2.9857566666489777,0.82,0.8528196296717129,48.689753150418,0.13622359275313362,0,1.0,Y-states,4,NOT_REJECTED
0.39497234873436504,1.9405546563148124,1.5298461589758006,1.8934077612000362,200,158,200,80,1.4602523749249667,1.0085519695127316,True,2,True,PASS,True,200,80,5.158306540678325,4.960820366311142,0.79,0.8207914885110186,62.47118218452074,0.16969946862594854,0,1.0,Y-states,31,NOT_REJECTED
0.0014703592596108095,1.9387675308841061,1.497953027328002,1.892319229609635,200,200,200,80,0.7793405548021255,1.1246617726483366,True,2,True,PASS,True,200,80,3.660496666083478,3.6597614864536725,1.0,0.9992650905485247,57.45463012414779,0.15364249417806353,0,1.0,Y-states,32,NOT_REJECTED
0.27662463366876633,1.9291690435804119,1.404623194435274,1.878447680825418,200,167,200,80,1.1403782079307603,0.7435427492928345,True,2,True,PASS,True,200,80,3.289181164562942,3.150868847728559,0.835,0.8708266754398039,59.955804515723436,0.16411995855738992,0,1.0,Y-states,34,NOT_REJECTED
0.08871381885075635,1.939432510812203,1.5254931988897056,1.8916028884833174,200,187,200,80,1.3933045931093078,0.8810301588183215,True,2,True,PASS,True,200,80,4.330432455173483,4.286075545748105,0.935,0.9566124725291941,56.89582845317957,0.15486741255098085,0,1.0,Y-states,35,NOT_REJECTED
0.2999889905850681,1.9435238121963705,1.3905335447434268,1.9138435560120401,200,166,200,80,1.0890934822005371,0.6681048465477525,True,2,True,PASS,True,200,80,3.169883773499702,3.019889278207168,0.83,0.8607127143837222,53.97400034494289,0.1477015449153044,0,1.0,Y-states,37,NOT_REJECTED
0.0650010935494798,1.930974967891747,1.4055957122878553,1.8701239398132723,200,192,200,80,1.0462405601188585,1.0209941907320625,True,2,True,PASS,True,200,80,3.6828020672157065,3.6503015204409666,0.96,0.9680219205412275,54.286795797507935,0.14762047784795704,0,1.0,Y-states,43,NOT_REJECTED
0.04869727295126758,2.035619265031877,1.5021200527829635,2.3866790334638663,200,193,200,80,1.1094840432472555,0.8926127011066424,True,2,True,PASS,True,200,80,4.0873475160886015,4.062998879612968,0.965,0.9759454002744441,58.383010092172206,0.15651541886022166,0,1.0,Y-states,47,NOT_REJECTED
0.08919555734353679,1.9886115492918173,1.4584402746426122,1.9453459566719988,200,189,200,80,1.0396919644655749,1.06101170685787,True,2,True,PASS,True,200,80,5.12921303643606,5.084615257764292,0.945,0.9563820817519889,53.88587295980343,0.14768343214346316,0,1.0,Y-states,38,NOT_REJECTED
0.13075771737951136,1.9854257878398016,1.4952142508690116,1.9032495957887887,200,187,200,80,0.8051289655326268,0.9158602716432181,True,2,True,PASS,True,200,80,4.248594672061851,4.183215813372096,0.935,0.9367125144680005,61.69745582780428,0.1666803685160545,0,1.0,Y-states,39,NOT_REJECTED
0.03520172287715795,1.9755456695358198,1.4903144101881551,1.9366385822896532,200,196,200,80,0.7943113308073514,1.62375354378946,True,2,True,PASS,True,200,80,6.541412396684793,6.523811535246214,0.98,0.9825531289450683,56.402999933334854,0.15027722898753432,0,1.0,Y-states,42,NOT_REJECTED
0.16754999774394275,1.944810686465591,1.375041749077731,1.9047460099874929,200,177,200,80,1.2956122037055287,0.9969193398344827,True,2,True,PASS,True,200,80,3.6040406121748587,3.5202656133028873,0.885,0.9196381524399735,56.92216496990811,0.15448936344076725,0,1.0,Y-states,36,NOT_REJECTED
0.08138177214654263,1.9238463544622826,1.3885954044120226,1.8861778012171815,200,188,200,80,0.7742050801093072,1.066573038059083,True,2,True,PASS,True,200,80,4.410091658833066,4.3694007727597945,0.94,0.960125872360389,64.73764569500405,0.17103310651175577,0,1.0,Y-states,48,NOT_REJECTED
0.021441229500974934,1.960831089965488,1.5631362864479001,1.8944944852045837,200,195,200,80,1.0619872403520634,0.832415052142282,True,2,True,PASS,True,200,80,2.9628312829060603,2.952110668155573,0.975,0.9893366462328351,57.997884412968915,0.15619588540198923,0,1.0,Y-states,33,NOT_REJECTED
0.31799311573534084,2.018576257760141,1.424250919904523,2.091370492439799,200,164,200,80,1.0301027868707253,1.0254791864618464,True,2,True,PASS,True,200,80,5.393212253829796,5.234215695962126,0.82,0.852999295100529,62.296646546672655,0.17115783929401734,0,1.0,Y-states,40,NOT_REJECTED
0.018529939179332544,1.9979619376477586,1.575613843721122,1.920975909185043,200,198,200,80,0.8162176621858999,0.9692820648052404,True,2,True,PASS,True,200,80,3.9703388231395498,3.9610738535498835,0.99,0.9907778179972242,64.14647999695967,0.1686825041831834,0,1.0,Y-states,45,NOT_REJECTED
0.22167403452525924,1.9562485779612064,1.469439231174789,1.8926019725327787,200,171,200,80,1.258777713542563,0.8462675170290774,True,2,True,PASS,True,200,80,4.070890187911649,3.9600531706490196,0.855,0.8950846203830518,63.1499258180997,0.16535132761192417,0,1.0,Y-states,49,NOT_REJECTED
0.3026092795146642,1.9690832381063126,1.5292165892570324,1.9310488204493912,200,167,200,80,1.128415902422589,1.7804586781272786,True,2,True,PASS,True,200,80,6.050272559684056,5.898967919926724,0.835,0.859585794760139,62.0320732896451,0.16769732450464442,0,1.0,Y-states,44,NOT_REJECTED
0.13105240619963077,1.977259526235851,1.4706168688976042,1.971347617031245,200,183,200,80,1.1418305145449037,0.9976690598578319,True,2,True,PASS,True,200,80,4.047202459704337,3.981676256604522,0.915,0.9365745052828515,58.48882633273834,0.15908759264948924,0,1.0,Y-states,46,NOT_REJECTED
